date,symbol,price,position,gross_return,cost,net_return,turnover
2020-01-07,CL=F,62.70000076293945,0.7994699532778626,-0.007202428103248088,6.818929909369276e-07,-0.007203109996239025,0.003409464954684638
2020-01-08,CL=F,59.61000061035156,0.7860080683534783,-0.038736284235950935,2.6923769848768767e-06,-0.038738976612935815,0.013461884924384382
2020-01-09,CL=F,59.560001373291016,0.5077651717831295,-0.00042589952919183194,5.564857931406975e-05,-0.0004815481085059017,0.27824289657034873
2020-01-10,CL=F,59.040000915527344,0.5082621172147613,-0.004437483672290985,9.938908632636245e-08,-0.004437583061377311,0.0004969454316318123
2020-01-13,CL=F,58.08000183105469,0.5076296346950558,-0.00825413240178794,1.2649650394109812e-07,-0.008254258898291882,0.0006324825197054906
2020-01-14,CL=F,58.22999954223633,0.49643373170940686,0.0012820923065115493,2.2391805971297975e-06,0.0012798531259144196,0.011195902985648987
2020-01-15,CL=F,57.810001373291016,0.5102473074998719,-0.0036802839866722126,2.76271515809301e-06,-0.0036830467018303054,0.013813575790465049
2020-01-16,CL=F,58.52000045776367,0.5094069053187412,0.006256329835817184,1.6808043622613678e-07,0.006256161755380958,0.0008404021811306839
2020-01-17,CL=F,58.540000915527344,0.5091500968617154,0.0001740129003417072,5.136169140516067e-08,0.00017396153865030203,0.00025680845702580335
2020-01-21,CL=F,58.34000015258789,0.5090339679807365,-0.0017391045501545582,2.3225776195778815e-08,-0.001739127775930754,0.00011612888097889407
2020-01-22,CL=F,56.7400016784668,0.5116613379127618,-0.014032522416626394,5.254739864050562e-07,-0.014033047890612799,0.002627369932025281
2020-01-23,CL=F,55.59000015258789,0.48408073640078725,-0.009811307173802205,5.516120302394912e-06,-0.0098168232941046,0.027580601511974556
2020-01-24,CL=F,54.189998626708984,0.4719065924101808,-0.011884690549255427,2.4348287981212913e-06,-0.011887125378053549,0.012174143990606456
2020-01-27,CL=F,53.13999938964844,0.46335947663966426,-0.00897817142066922,1.7094231541033067e-06,-0.008979880843823323,0.008547115770516533
2020-01-28,CL=F,53.47999954223633,0.467280229775787,0.002989750682157862,7.841506272245447e-07,0.0029889665315306377,0.003920753136122723
2020-01-29,CL=F,53.33000183105469,0.4618970761657611,-0.0012955030818883756,1.0766307220051786e-06,-0.0012965797126103808,0.0053831536100258925
2020-01-30,CL=F,52.13999938964844,0.4628917272554913,-0.010328938057902505,1.9893021794604728e-07,-0.010329136988120451,0.0009946510897302363
2020-01-31,CL=F,51.560001373291016,0.45383754837666496,-0.005048425026626318,1.8108357757652739e-06,-0.005050235862402083,0.009054178878826369
2020-02-03,CL=F,50.11000061035156,0.45760184716973257,-0.012868948988475605,7.528597586135222e-07,-0.012869701848234218,0.003764298793067611
2020-02-04,CL=F,49.61000061035156,-0.5242269691007095,0.005230761950863142,0.00019636576325408843,0.005034396187609053,0.981828816270442
2020-02-05,CL=F,50.75,-0.5391080933608546,-0.012388286430652993,2.9762248520290193e-06,-0.012391262655505022,0.014881124260145095
2020-02-06,CL=F,50.95000076293945,-0.4736198764712457,-0.0018664893918727058,1.3097643377921787e-05,-0.0018795870352506276,0.06548821688960893
2020-02-07,CL=F,50.31999969482422,-0.5598900171882661,0.006923087410672569,1.725402814340409e-05,0.006905833382529166,0.08627014071702044
2020-02-10,CL=F,49.56999969482422,-0.5624077740963098,0.008382468861891059,5.035513816087356e-07,0.00838196531050945,0.002517756908043678
2020-02-11,CL=F,49.939998626708984,-0.5592059827330471,-0.004174008827690279,6.403582726525415e-07,-0.004174649185962932,0.003201791363262707
2020-02-12,CL=F,51.16999816894531,-0.5465091410383608,-0.013460272562875932,2.5393683389372647e-06,-0.013462811931214869,0.012696841694686323
2020-02-13,CL=F,51.41999816894531,-0.49157263118891026,-0.0024016642992926857,1.0987301969890108e-05,-0.002412651601262576,0.05493650984945053
2020-02-14,CL=F,52.04999923706055,-0.48557654008734047,-0.005949314465193376,1.199218220313958e-06,-0.0059505136834136895,0.005996091101569789
2020-02-18,CL=F,52.04999923706055,-0.4856297612734232,-0.0,1.0644237216550501e-08,-1.0644237216550501e-08,5.32211860827525e-05
2020-02-19,CL=F,53.290000915527344,-0.4858319284009564,-0.011574109807882673,4.0433425506636315e-08,-0.01157415024130818,0.00020216712753318156
2020-02-20,CL=F,53.779998779296875,-0.4488279754603125,-0.004126942116667804,7.400790588128781e-06,-0.004134342907255933,0.0370039529406439
2020-02-21,CL=F,53.380001068115234,-0.4661701205566793,0.0034672180267085314,3.4684290192733558e-06,0.0034637495976892582,0.01734214509636678
2020-02-24,CL=F,51.43000030517578,-0.47998775414384154,0.017534216336708933,2.763526717432452e-06,0.0175314528099915,0.013817633587162259
2020-02-25,CL=F,49.900001525878906,-0.45130304114467074,0.013425881741144445,5.736942599834161e-06,0.01342014479854461,0.028684712999170803
2020-02-26,CL=F,48.72999954223633,-0.4341209395603089,0.01017880450690817,3.4364203168723684e-06,0.010175368086591297,0.017182101584361842
2020-02-27,CL=F,47.09000015258789,-0.42423483138839213,0.014277547118413994,1.9772216343833525e-06,0.01427556989677961,0.009886108171916763
2020-02-28,CL=F,44.7599983215332,-0.3997767771749985,0.019780858352358637,4.891610842678729e-06,0.01977596674151596,0.024458054213393643
2020-03-02,CL=F,46.75,-0.36167112391506295,-0.01607967315981111,7.621130651987107e-06,-0.0160872942904631,0.038105653259935535
2020-03-03,CL=F,47.18000030517578,-0.31864269453073263,-0.0029308332810748083,8.605685876866065e-06,-0.0029394389669516745,0.043028429384330324
2020-03-04,CL=F,46.779998779296875,-0.32494554970736556,0.0027549536852429115,1.2605710353265853e-06,0.002753693114207585,0.006302855176632927
2020-03-05,CL=F,45.900001525878906,-0.3252399689025541,0.0061182190424224564,5.8883839037704445e-08,0.006118160158583419,0.0002944191951885222
2020-03-06,CL=F,41.279998779296875,-0.3327778514493529,0.0334953058080152,1.507576509359765e-06,0.03349379823150584,0.007537882546798824
2020-03-09,CL=F,31.1299991607666,-0.24593656005611034,0.06047131939364574,1.7368258278648513e-05,0.06045395113536709,0.08684129139324256
2020-03-10,CL=F,34.36000061035156,-0.12615270588080432,-0.013089413229975467,2.3956770835061202e-05,-0.013113370000810528,0.11978385417530601
2020-03-11,CL=F,32.97999954223633,-0.11475125125736256,0.00460875571856108,2.2802909246883525e-06,0.004606475427636392,0.011401454623441762
2020-03-12,CL=F,31.5,-0.1147867946422936,0.005151134199010677,7.108676986208873e-09,0.00515112709033369,3.5543384931044364e-05
2020-03-13,CL=F,31.729999542236328,-0.11569133156668461,-0.0008447286762237684,1.8090738487820115e-07,-0.0008449095836086466,0.0009045369243910056
2020-03-16,CL=F,28.700000762939453,-0.11560105180050281,0.011039112855161144,1.8055953236359446e-08,0.011039094799207907,9.027976618179723e-05
2020-03-17,CL=F,26.950000762939453,-0.11313794212399884,0.0068986548241721955,4.926219353007938e-07,0.006898162202236895,0.002463109676503969
2020-03-18,CL=F,20.3700008392334,-0.1129746928494042,0.027583430400196927,3.264985491892858e-08,0.027583397750342006,0.0001632492745946429
2020-03-19,CL=F,25.219999313354492,-0.09413361033926351,-0.022412756391723326,3.7682165020281377e-06,-0.022416524608225356,0.01884108251014069
2020-03-20,CL=F,22.43000030517578,-0.0750731251853579,0.00830507337472903,3.8120970307811227e-06,0.008301261277698249,0.019060485153905612
2020-03-23,CL=F,23.360000610351562,-0.07415049274188149,-0.0030744529621326757,1.84526488695283e-07,-0.003074637488621371,0.0009226324434764149
2020-03-24,CL=F,24.010000228881836,-0.0731279976966684,-0.002034810332395876,2.044990090426163e-07,-0.002035014831404919,0.0010224950452130815
2020-03-25,CL=F,24.489999771118164,-0.07253043784616621,-0.0014500031916901595,1.195119701004388e-07,-0.00145012270366026,0.000597559850502194
2020-03-26,CL=F,22.600000381469727,-0.0721360726282739,0.005567053267181318,7.887304357846182e-08,0.0055669743941377395,0.00039436521789230905
2020-03-27,CL=F,21.510000228881836,-0.07176349782649194,0.003461160277026069,7.451496035639216e-08,0.0034610857620657126,0.0003725748017819608
2020-03-30,CL=F,20.09000015258789,-0.07177103681723689,0.00473802309027078,1.507798148989159e-09,0.00473802158247263,7.538990744945795e-06
2020-03-31,CL=F,20.479999542236328,-0.07257614301254073,-0.0014088925466873379,1.610212390607685e-07,-0.0014090535679263986,0.0008051061953038424
2020-04-01,CL=F,20.309999465942383,-0.0724067699496668,0.0006010330415416323,3.3874612574785744e-08,0.0006009991669290574,0.00016937306287392873
2020-04-02,CL=F,25.31999969482422,-0.07240519123357002,-0.017860661456969032,3.1574321935623486e-10,-0.01786066177271225,1.5787160967811742e-06
2020-04-03,CL=F,28.34000015258789,-0.062385472879833724,-0.007440922548407996,2.003943670747259e-06,-0.007442926492078743,0.010019718353736294
2020-04-06,CL=F,26.079999923706055,-0.06121770348070113,0.004881863907307395,2.3355387982651883e-07,0.004881630353427569,0.001167769399132594
2020-04-07,CL=F,23.6299991607666,-0.06719682342617403,0.006312587007010978,1.1958239890945798e-06,0.006311391183021884,0.005979119945472899
2020-04-08,CL=F,25.09000015258789,-0.06785992917248826,-0.004192787448814334,1.3262114926284596e-07,-0.004192920069963597,0.0006631057463142298
2020-04-09,CL=F,22.760000228881836,-0.06728890990094169,0.006248830369946664,1.142038543093138e-07,0.006248716166092355,0.000571019271546569
2020-04-13,CL=F,22.40999984741211,-0.06653066086247093,0.001023100019645377,1.516498076941514e-07,0.001022948369837683,0.0007582490384707569
2020-04-14,CL=F,20.110000610351562,-0.06656758959751709,0.006832012776873329,7.385747009230893e-09,0.006832005391126319,3.692873504615446e-05
2020-04-15,CL=F,19.8700008392334,-0.06640608100437809,0.0007925133644054281,3.2301718627800184e-08,0.0007924810626868003,0.0001615085931390009
2020-04-16,CL=F,19.8700008392334,-0.06674039110484972,-0.0,6.686202009432707e-08,-6.686202009432707e-08,0.00033431010047163534
2020-04-17,CL=F,18.270000457763672,-0.07591790683768893,0.00611316933922041,1.8355031465678407e-06,0.006111333836073842,0.009177515732839203
2020-04-20,CL=F,-37.630001068115234,-0.0887284640637049,0.2714789902724015,2.5621114452031942e-06,0.2714764281609563,0.01281055722601597
2020-04-21,CL=F,10.010000228881836,-0.011277744299397381,0.014277750140850655,1.54901439528615e-05,0.014262259996897793,0.07745071976430751
2020-04-22,CL=F,13.779999732971191,-0.010646458760709186,-0.00400970462841487,1.2625710773763907e-07,-0.004009830885522607,0.0006312855386881953
2020-04-23,CL=F,16.5,-0.010495462078410131,-0.0020716734549392447,3.019933645981091e-08,-0.0020717036542757046,0.00015099668229905452
2020-04-24,CL=F,16.940000534057617,-0.010439883037396484,-0.0002783972189062729,1.1115808202729478e-08,-0.0002784083347144756,5.5579041013647384e-05
2020-04-27,CL=F,12.779999732971191,-0.010422226820019158,0.002559413846133983,3.531243475465157e-09,0.0025594103148905076,1.7656217377325784e-05
2020-04-28,CL=F,12.34000015258789,-0.010432387828170317,0.0003591742067840887,2.032201630231684e-09,0.00035917217458245846,1.0161008151158418e-05
2020-04-29,CL=F,15.0600004196167,-0.010427598421306594,-0.0022984659756649143,9.578813727446207e-10,-0.002298466933546287,4.789406863723103e-06
2020-04-30,CL=F,18.84000015258789,-0.010364940502651748,-0.002601558515313978,1.2531583730969118e-08,-0.002601571046897709,6.265791865484559e-05
2020-05-01,CL=F,19.780000686645508,-0.010288245881102607,-0.0005133204110629545,1.533892430982814e-08,-0.0005133357499872643,7.66946215491407e-05
2020-05-04,CL=F,20.389999389648438,-0.010351135637205217,-0.000319220378873172,1.2577951220521869e-08,-0.0003192329568243925,6.288975610260934e-05
2020-05-05,CL=F,24.559999465942383,-0.010374061291742658,-0.00212162028803233,4.585130907488328e-09,-0.0021216248731632374,2.2925654537441637e-05
2020-05-06,CL=F,23.989999771118164,-0.010305686047267228,0.00023917907286774933,1.3675048895086043e-08,0.00023916539781885425,6.837524447543021e-05
2020-05-07,CL=F,23.549999237060547,-0.010297644401656739,0.00018886907375961244,1.6083291220977958e-09,0.00018886746543049035,8.041645610488979e-06
2020-05-08,CL=F,24.739999771118164,-0.010312942904060308,-0.000521121357160149,3.059700480713759e-09,-0.0005211244168606298,1.5298502403568795e-05
2020-05-11,CL=F,24.139999389648438,-0.010291689646866891,0.00024959651460049605,4.2506514386832925e-09,0.00024959226394905736,2.125325719341646e-05
2020-05-12,CL=F,25.780000686645508,-0.010292984106918913,-0.0006992753816123051,2.5889201040428523e-10,-0.0006992756405043155,1.2944600520214261e-06
2020-05-13,CL=F,25.290000915527344,-0.01026844364196918,0.00019517202871569727,4.908092989946642e-09,0.00019516712062270732,2.4540464949733207e-05
2020-05-14,CL=F,27.559999465942383,-0.010269442904479245,-0.0009217722286607448,1.99852502013112e-10,-0.0009217724285132469,9.9926251006556e-07
2020-05-15,CL=F,29.43000030517578,-0.010251847186704847,-0.0006956082443514328,3.5191435548795337e-09,-0.0006956117634949877,1.7595717774397668e-05
2020-05-18,CL=F,31.81999969482422,-0.010230896849663603,-0.0008308473317260501,4.1900674082488715e-09,-0.0008308515217934583,2.0950337041244355e-05
2020-05-19,CL=F,32.5,-0.023724116408870535,-0.0005069895208289983,2.6986439118413862e-06,-0.0005096881647408397,0.013493219559206932
2020-05-20,CL=F,33.4900016784668,-0.05844681015648492,-0.0017803827740292422,6.944538749522878e-06,-0.0017873273127787651,0.034722693747614386
2020-05-21,CL=F,33.91999816894531,-0.06971992003125353,-0.0008951722731371964,2.254621974953723e-06,-0.0008974268951121501,0.011273109874768615
2020-05-22,CL=F,33.25,-0.07315868679993297,0.0014450527371571119,6.877533537358871e-07,0.001444364983803376,0.0034387667686794354
2020-05-26,CL=F,34.349998474121094,-0.07257094351754546,-0.0024008399138294146,1.175486564775008e-07,-0.002400957462485892,0.000587743282387504
2020-05-27,CL=F,32.810001373291016,-0.0931251619029863,0.004175035974251236,4.110843677088166e-06,0.004170925130574148,0.02055421838544083
2020-05-28,CL=F,33.709999084472656,-0.09244882894682531,-0.002535925966808952,1.352665912321971e-07,-0.002536061233400184,0.0006763329561609854
2020-05-29,CL=F,35.4900016784668,-0.10456540775423642,-0.00552140913970919,2.4233157614822227e-06,-0.005523832455470673,0.012116578807411113
2020-06-01,CL=F,35.439998626708984,-0.13850051242856568,0.00019513800969051125,6.787020934865851e-06,0.0001883509887556454,0.03393510467432925
2020-06-02,CL=F,36.810001373291016,-0.13755249769198885,-0.005317361933959605,1.8960294731536487e-07,-0.00531755153690692,0.0009480147365768243
2020-06-03,CL=F,37.290000915527344,-0.13748913775864915,-0.0017928476154446499,1.2671986667939229e-08,-0.0017928602874313177,6.335993333969614e-05
2020-06-04,CL=F,37.40999984741211,-0.19855913595570387,-0.0006389617496824805,1.2213999639410944e-05,-0.0006511757493218915,0.06106999819705472
2020-06-05,CL=F,39.54999923706055,-0.20471016896830024,-0.011710228239343224,1.2302066025192739e-06,-0.011711458445945743,0.006151033012596369
2020-06-08,CL=F,38.189998626708984,-0.20795385727259227,0.007150881877910927,6.487376608584061e-07,0.007150233140250068,0.0032436883042920306
2020-06-09,CL=F,38.939998626708984,-0.19761265637659206,-0.0038808457086141578,2.0682401792000426e-06,-0.0038829139487933577,0.010341200896000213
2020-06-10,CL=F,39.599998474121094,-0.2058221289335633,-0.0034885099763977117,1.6418945113942485e-06,-0.003490151870909106,0.008209472556971242
2020-06-11,CL=F,36.34000015258789,0.21357672517918447,-0.017582317990686554,8.387977082254956e-05,-0.017666197761509104,0.4193988541127478
2020-06-12,CL=F,36.2599983215332,0.18308541074083834,-0.00040305910944317234,6.098262887669226e-06,-0.00040915737233084156,0.03049131443834613
2020-06-15,CL=F,37.119998931884766,0.19803842639254263,0.0046969987714949365,2.990603130340858e-06,0.004694008168364595,0.014953015651704288
2020-06-16,CL=F,38.380001068115234,0.2085167498221268,0.007077897569389107,2.095664685916837e-06,0.00707580190470319,0.010478323429584185
2020-06-17,CL=F,37.959999084472656,0.22845794693395022,-0.002500072647754159,3.988239422364681e-06,-0.0025040608871765234,0.019941197111823405
2020-06-18,CL=F,38.84000015258789,0.22713736855260225,0.005265572490936476,2.64115676269594e-07,0.005265308375260206,0.00132057838134797
2020-06-19,CL=F,39.75,0.22854207670362317,0.005354615193370093,2.809416302041845e-07,0.005354334251739888,0.0014047081510209225
2020-06-22,CL=F,40.459999084472656,0.2274573607013204,0.004062755166151041,2.169432004605565e-07,0.004062538222950581,0.0010847160023027824
2020-06-23,CL=F,40.369998931884766,0.23159893321429928,-0.0005151739940715537,8.283145025957784e-07,-0.0005160023085741494,0.004141572512978892
2020-06-24,CL=F,38.0099983215332,0.23390041424223965,-0.013673647138424566,4.602962055880733e-07,-0.013674107434630154,0.0023014810279403664
2020-06-25,CL=F,38.720001220703125,0.22525812620054353,0.0042076803400795055,1.7284576083392234e-06,0.004205951882471166,0.008642288041696117
2020-06-26,CL=F,38.4900016784668,0.22661082144778444,-0.0013460842860438947,2.705390494481819e-07,-0.001346354825093343,0.0013526952472409093
2020-06-29,CL=F,39.70000076293945,0.2377824760422249,0.007475099136607615,2.2343309188880946e-06,0.007472864805688727,0.011171654594440472
2020-06-30,CL=F,39.27000045776367,0.23415365127143467,-0.0025361748002466515,7.25764954158048e-07,-0.0025369005652008097,0.00362882477079024
2020-07-01,CL=F,39.81999969482422,0.2392793815059544,0.0033512471540238257,1.0251460469039465e-06,0.0033502220079769216,0.005125730234519732
2020-07-02,CL=F,40.650001525878906,0.2391666087431401,0.004985151298475499,2.2554552562858987e-08,0.0049851287439229355,0.00011277276281429494
2020-07-06,CL=F,40.630001068115234,0.2375392511767098,-0.00011687315084969198,3.254715132860631e-07,-0.00011719862236297805,0.0016273575664303153
2020-07-07,CL=F,40.619998931884766,0.25660910696173717,-6.317103564696201e-05,3.813971157005475e-06,-6.698500680396749e-05,0.019069855785027373
2020-07-08,CL=F,40.900001525878906,0.26732195962813066,0.0018427091111693523,2.142570533278698e-06,0.0018405665406360735,0.010712852666393491
2020-07-09,CL=F,39.619998931884766,0.2694963578248791,-0.008434132621475627,4.3487963934968347e-07,-0.008434567501114976,0.002174398196748417
2020-07-10,CL=F,40.54999923706055,0.2624829240155268,0.006161262140807906,1.402686761870453e-06,0.006159859454046035,0.007013433809352265
2020-07-13,CL=F,40.099998474121094,0.3431352917190241,-0.0038079197526565984,1.6130473540699464e-05,-0.0038240502261972977,0.08065236770349732
2020-07-14,CL=F,40.290000915527344,0.33937129933836824,0.0016080144107515385,7.52798476131178e-07,0.0016072616122754073,0.0037639923806558895
2020-07-15,CL=F,41.20000076293945,0.3456463480322621,0.00780685323456254,1.2550097387787674e-06,0.007805598224823762,0.006275048693893837
2020-07-16,CL=F,40.75,0.3560279636472885,-0.0038886614636467758,2.076323123005286e-06,-0.003890737786769781,0.01038161561502643
2020-07-17,CL=F,40.59000015258789,0.35604010850208717,-0.001397947559090185,2.428970959733601e-09,-0.0013979499880611447,1.2144854798668003e-05
2020-07-20,CL=F,40.810001373291016,0.3632377051727973,0.001968778966321898,1.4395193341420254e-06,0.001967339446987756,0.007197596670710127
2020-07-21,CL=F,41.959999084472656,0.37302141658426535,0.01051148642142387,1.956742282293611e-06,0.010509529679141576,0.009783711411468055
2020-07-22,CL=F,41.900001525878906,0.3634511289418853,-0.0005196897254634283,1.9140575284760098e-06,-0.0005216037829919043,0.009570287642380049
2020-07-23,CL=F,41.06999969482422,0.36358097489201147,-0.007202216322370136,2.5969190025232347e-08,-0.007202242291560161,0.00012984595012616174
2020-07-24,CL=F,41.290000915527344,0.46068948055894937,0.0024677927645767586,1.942170113338758e-05,0.002448371063443371,0.0971085056669379
2020-07-27,CL=F,41.599998474121094,0.47049741233190934,0.0035324060526411554,1.9615863545919933e-06,0.0035304444662865634,0.009807931772959966
2020-07-28,CL=F,41.040000915527344,0.47409162020522355,-0.006381974990451959,7.188415746628429e-07,-0.006382693832026621,0.0035942078733142147
2020-07-29,CL=F,41.27000045776367,0.5018484907187343,0.0028124980643854927,5.551374102702145e-06,0.0028069466902827904,0.027756870513510723
2020-07-30,CL=F,39.91999816894531,0.5108055468476149,-0.016709199169772936,1.7914112257761296e-06,-0.016710990580998713,0.008957056128880647
2020-07-31,CL=F,40.27000045776367,0.4605806402375245,0.0040381835085845485,1.0044981322018089e-05,0.00402813852726253,0.050224906610090436
2020-08-03,CL=F,41.0099983215332,0.4767193961302885,0.008760152240969297,3.227751178552807e-06,0.008756924489790744,0.016138755892764034
2020-08-04,CL=F,41.70000076293945,0.4616964337923984,0.007768146294657173,3.004592467578027e-06,0.007765141702189595,0.015022962337890133
2020-08-05,CL=F,42.189998626708984,0.451376280968371,0.00530391869026782,2.064030564805475e-06,0.005301854659703014,0.010320152824027373
2020-08-06,CL=F,41.95000076293945,0.44837850646351846,-0.002550601735343364,5.995549009705114e-07,-0.0025512012902443345,0.0029977745048525573
2020-08-07,CL=F,41.220001220703125,0.49747876419705606,-0.008656955030546167,9.820051546707521e-06,-0.008666775082092874,0.0491002577335376
2020-08-10,CL=F,41.939998626708984,0.5023065198161614,0.008773881139669166,9.655511238210625e-07,0.008772915588545345,0.004827755619105312
2020-08-11,CL=F,41.61000061035156,0.49750566480062225,-0.003914541914320243,9.601710031078238e-07,-0.003915502085323351,0.004800855015539118
2020-08-12,CL=F,42.66999816894531,0.49267176268481705,0.012550609420180325,9.6678042316104e-07,0.012549642639757164,0.0048339021158052
2020-08-13,CL=F,42.2400016784668,0.48608852645000306,-0.00489843846741702,1.316647246962799e-06,-0.004899755114663983,0.006583236234813994
2020-08-14,CL=F,42.0099983215332,0.4871447820017925,-0.0026525788522923674,2.1125111035789068e-07,-0.002652790103402725,0.0010562555517894534
2020-08-17,CL=F,42.88999938964844,0.4861392361549692,0.010183362631790859,2.0110916936466606e-07,0.010183161522621494,0.0010055458468233303
2020-08-18,CL=F,42.88999938964844,0.46989329502485416,0.0,3.2491882260230033e-06,-3.2491882260230033e-06,0.016245941130115016
2020-08-19,CL=F,42.93000030517578,0.5045264069136101,0.00047054134929965414,6.926622377751179e-06,0.00046361472692190293,0.034633111888755896
2020-08-20,CL=F,42.58000183105469,0.5049295994807871,-0.004116575543922022,8.063851343540485e-08,-0.004116656182435457,0.00040319256717702423
2020-08-21,CL=F,42.34000015258789,0.5267489121988926,-0.0029690140352716297,4.3638625436211115e-06,-0.0029733778978152507,0.021819312718105555
2020-08-24,CL=F,42.619998931884766,0.5242708015227937,0.0034670567765315474,4.956221352197865e-07,0.0034665611543963277,0.0024781106760989324
2020-08-25,CL=F,43.349998474121094,0.5249175450633015,0.00899083944653407,1.2934870810155097e-07,0.008990710097825969,0.0006467435405077548
2020-08-26,CL=F,43.38999938964844,0.52587714693423,0.00048524955185029266,1.9192037418571673e-07,0.000485057631476107,0.0009596018709285836
2020-08-27,CL=F,43.040000915527344,0.5261963318998394,-0.004244478355466357,6.383699312186853e-08,-0.004244542192459479,0.0003191849656093426
2020-08-28,CL=F,42.970001220703125,0.620998634974864,-0.0010099840615666732,1.8960460615004917e-05,-0.001028944522181678,0.09480230307502457
2020-08-31,CL=F,42.61000061035156,0.6209703774406015,-0.0052024600544146715,5.6515068524998216e-09,-0.005202465705921524,2.8257534262499107e-05
2020-09-01,CL=F,42.7599983215332,0.6345423157783099,0.00223374545062842,2.7143876675416844e-06,0.0022310310629608783,0.013571938337708422
2020-09-02,CL=F,41.5099983215332,0.6615090227947524,-0.01933784637397975,5.39334140328851e-06,-0.019343239715383036,0.026966707016442548
2020-09-03,CL=F,41.369998931884766,0.583868198036532,-0.001969192837038584,1.5528164951644088e-05,-0.0019847210019902283,0.07764082475822043
2020-09-04,CL=F,39.77000045776367,0.58543134240433,-0.022641751963586972,3.1262887355960614e-07,-0.022642064592460532,0.0015631443677980306
2020-09-08,CL=F,36.7599983215332,0.5051415509614426,-0.038231760874820324,1.605795828857748e-05,-0.038247818833108904,0.08028979144288739
2020-09-09,CL=F,38.04999923706055,0.35330286985695486,0.012398287442438104,3.036773622089756e-05,0.012367919706217206,0.15183868110448778
2020-09-10,CL=F,37.29999923706055,0.325641829323297,-0.0064186958446662105,5.532208106731574e-06,-0.006424228052772942,0.027661040533657866
2020-09-11,CL=F,37.33000183105469,0.3374457757708446,0.0002714275821065378,2.360789289509524e-06,0.00026906679281702827,0.01180394644754762
2020-09-14,CL=F,37.2599983215332,0.3368849821866765,-0.0006317473855179822,1.1215871683362134e-07,-0.0006318595442348159,0.0005607935841681067
2020-09-15,CL=F,38.279998779296875,0.3366283136706778,0.009215272396882244,5.1333703199740735e-08,0.009215221063179044,0.00025666851599870366
2020-09-16,CL=F,40.15999984741211,0.33042697040555463,0.016227875577480178,1.2402686530246344e-06,0.016226635308827154,0.0062013432651231715
2020-09-17,CL=F,40.970001220703125,0.2932541264780994,0.00591474716317321,7.4345687854910475e-06,0.005907312594387719,0.037172843927455235
2020-09-18,CL=F,41.11000061035156,0.28788045650310484,0.000983721918509052,1.074733994998911e-06,0.000982647184514053,0.005373669974994555
2020-09-21,CL=F,39.310001373291016,0.2880432256449253,-0.012611957642996743,3.255382836409027e-08,-0.012611990196825107,0.00016276914182045132
2020-09-22,CL=F,39.599998474121094,0.2717139700727457,0.0020044838672955254,3.265851114435914e-06,0.0020012180161810894,0.01632925557217957
2020-09-23,CL=F,39.93000030517578,0.27157608620624757,0.002263146696263025,2.7576773299631264e-08,0.002263119119489725,0.00013788386649815632
2020-09-24,CL=F,40.310001373291016,0.2741120403317497,0.0026086367972256237,5.071908251004231e-07,0.0026081296064005234,0.0025359541255021156
2020-09-25,CL=F,40.25,0.2727715625709234,-0.0004060200394792315,2.680955521652595e-07,-0.00040628813503139675,0.0013404777608262974
2020-09-28,CL=F,40.599998474121094,0.2729653692130257,0.0023736015580735396,3.876132842046687e-08,0.002373562796745119,0.00019380664210233434
2020-09-29,CL=F,39.290000915527344,0.27182770900170367,-0.008770779520529844,2.2753204226441115e-07,-0.008771007052572109,0.0011376602113220557
2020-09-30,CL=F,40.220001220703125,0.2648491619065541,0.006269019996416014,1.3957094190299113e-06,0.006267624286996984,0.0069785470951495565
2020-10-01,CL=F,38.720001220703125,0.2595351027259423,-0.009679329743245296,1.062811836122357e-06,-0.009680392555081418,0.005314059180611785
2020-10-02,CL=F,37.04999923706055,0.2558612260271913,-0.011035349729642204,7.347753397502044e-07,-0.011036084504981954,0.003673876698751022
2020-10-05,CL=F,39.220001220703125,-0.2453432142846639,-0.014369642986076514,0.00010024088806237104,-0.014469883874138886,0.5012044403118552
2020-10-06,CL=F,40.66999816894531,-0.23096438101252945,-0.008538950463979851,2.8757666544268923e-06,-0.008541826230634278,0.014378833272134461
2020-10-07,CL=F,39.95000076293945,-0.26347591852892205,0.004664420615358859,6.502307503278521e-06,0.004657918307855581,0.0325115375163926
2020-10-08,CL=F,41.189998626708984,-0.267395027238545,-0.008299605913048692,7.838217419245952e-07,-0.008300389734790617,0.003919108709622976
2020-10-09,CL=F,40.599998474121094,-0.2660826127319988,0.00381133254059075,2.624829013092467e-07,0.0038110700576894406,0.0013124145065462334
2020-10-12,CL=F,39.43000030517578,-0.2631983698936853,0.007584769025084774,5.768485676627022e-07,0.007584192176517112,0.002884242838313511
2020-10-13,CL=F,40.20000076293945,0.25527856853653064,0.004985153768933198,0.00010369538768604318,0.004881458381247155,0.5184769384302159
2020-10-14,CL=F,41.040000915527344,0.2576382940100581,0.0053834876162601585,4.719450947054949e-07,0.005383015671165453,0.002359725473527474
2020-10-15,CL=F,40.959999084472656,0.2727290517842543,-0.0005316477348394472,3.0181515548392326e-06,-0.0005346658863942865,0.015090757774196162
2020-10-16,CL=F,40.880001068115234,-0.27600429702076146,0.0005390575381178514,0.00010974666976100314,0.00042931086835684825,0.5487333488050157
2020-10-19,CL=F,40.83000183105469,-0.2760540611269257,0.00033763434645741816,9.95282123285035e-09,0.0003376243936361853,4.9764106164251753e-05
