date,ES=F,CL=F,GC=F,ZN=F
2019-09-23,0.9602307453164228,-0.19097947977370272,0.8264019052642848,1.0
2019-09-24,1.0,-0.192855894733626,0.8997788091181739,1.0
2019-09-25,1.0,-0.19115299076238548,0.8905511360115791,1.0
2019-09-26,1.0,0.19160907523565257,0.8335471252494052,1.0
2019-09-27,1.0,0.19216408024165416,0.8315685808999285,1.0
2019-09-30,1.0,0.1926816798782521,0.8365743878399683,1.0
2019-10-01,1.0,0.1918230785529482,0.7447373890729302,1.0
2019-10-02,1.0,0.1929969412657122,0.7863536206841322,1.0
2019-10-03,1.0,0.19841078633732484,0.7483614383694379,1.0
2019-10-04,1.0,0.1984491218263322,0.8456403493891997,1.0
2019-10-07,0.9947475681215427,0.1982842370810599,0.8551735205259657,1.0
2019-10-08,0.9879294912660505,-0.20077387592727894,0.8485255634640253,1.0
2019-10-09,0.9121981626596308,-0.2008215860601272,0.8661240800196534,1.0
2019-10-10,0.9039301865645208,-0.20320084683281664,0.8589545739628313,1.0
2019-10-11,0.8860403659030687,-0.20216563014329125,0.845014138510124,1.0
2019-10-14,0.8517525213318049,-0.20056467187205185,0.8352852887997376,1.0
2019-10-15,0.8523787889412991,-0.43410550856469443,0.8433898457764848,1.0
2019-10-16,0.821889483810697,-0.5601370612073011,0.8245097855849833,1.0
2019-10-17,0.8210146686159233,-0.5611673932231377,0.8113236134293014,1.0
2019-10-18,0.8197157614385246,-0.5466920232587376,0.8163304422147384,1.0
2019-10-21,0.8193673431437866,-0.5472808019397106,0.8246181641121747,1.0
2019-10-22,0.8172110593095017,-0.5596228087132311,0.8589599100175955,1.0
2019-10-23,0.8336785408505971,-0.5587355220115265,0.8725658149579425,1.0
2019-10-24,0.8371414230848976,-0.4916733944350882,0.9528936324945594,1.0
2019-10-25,0.8383260140374625,-0.49053807196157223,0.9396583583677109,1.0
2019-10-28,0.8432120038780812,-0.4922176950982137,0.9506070758728694,1.0
2019-10-29,0.8425155135424228,-0.5473309774406615,1.0,1.0
2019-10-30,0.9078340744393035,-0.5515524699520487,1.0,1.0
2019-10-31,1.0,-0.5749642646206515,1.0,1.0
2019-11-01,1.0,-0.552078242983749,1.0,1.0
2019-11-04,1.0,-0.48089674131709176,1.0,1.0
2019-11-05,1.0,-0.4815701197128651,1.0,1.0
2019-11-06,1.0,-0.4801543837637418,1.0,1.0
2019-11-07,1.0,-0.4639857088094151,1.0,1.0
2019-11-08,1.0,-0.46856944417733043,0.9738930701198341,1.0
2019-11-11,1.0,-0.48484876576166525,0.9952688155085152,1.0
2019-11-12,1.0,-0.5085371348987099,1.0,1.0
2019-11-13,1.0,-0.526913862655995,1.0,1.0
2019-11-14,1.0,-0.5296233141944011,1.0,-1.0
2019-11-15,1.0,-0.5278543252013544,1.0,-1.0
2019-11-18,1.0,0.5185196968902066,1.0,-1.0
2019-11-19,1.0,0.513774850589508,1.0,-1.0
2019-11-20,1.0,0.46274620538228356,1.0,-1.0
2019-11-21,1.0,0.45994358460365226,1.0,-1.0
2019-11-22,1.0,0.4374269821550422,-1.0,-1.0
2019-11-25,1.0,0.4301413319385188,-1.0,-1.0
2019-11-26,1.0,0.4398326307163466,-1.0,-1.0
2019-11-27,1.0,0.4410135075520567,-1.0,-1.0
2019-11-29,1.0,0.4435738877012849,-1.0,-1.0
2019-12-02,1.0,0.37220071016524675,-1.0,-1.0
2019-12-03,1.0,0.4015034693474799,-1.0,-1.0
2019-12-04,1.0,0.4023904221120573,-1.0,-1.0
2019-12-05,1.0,0.3644618625513224,-1.0,-1.0
2019-12-06,1.0,0.3706932625833478,-1.0,-1.0
2019-12-09,1.0,0.3712252770524826,-1.0,-1.0
2019-12-10,1.0,0.3706914478554567,-1.0,-1.0
2019-12-11,1.0,0.3722986023904898,-1.0,-1.0
2019-12-12,1.0,0.3701965190509134,-1.0,-1.0
2019-12-13,1.0,0.36989809243812716,-1.0,-1.0
2019-12-16,1.0,0.3680895476029733,-1.0,-1.0
2019-12-17,1.0,0.37247300731654925,-1.0,-1.0
2019-12-18,1.0,0.37535631843656,-1.0,-1.0
2019-12-19,1.0,0.41011745793994664,-1.0,-1.0
2019-12-20,1.0,0.4404053936202178,-1.0,-1.0
2019-12-23,1.0,0.45185895880978477,-1.0,-1.0
2019-12-24,1.0,0.46241296069260185,-1.0,-1.0
2019-12-26,1.0,0.4603222822463239,-1.0,-1.0
2019-12-27,1.0,0.4592244208523633,-1.0,-1.0
2019-12-30,1.0,0.4618209794559965,-1.0,-1.0
2019-12-31,1.0,0.6959644923095191,-1.0,-1.0
2020-01-02,1.0,0.6759595740544851,-1.0,-1.0
2020-01-03,1.0,0.675642961506597,-1.0,-1.0
2020-01-06,1.0,0.796060488323178,-1.0,-1.0
2020-01-07,1.0,0.7994699532778626,-1.0,-1.0
2020-01-08,1.0,0.7860080683534783,1.0,-1.0
2020-01-09,1.0,0.5077651717831295,1.0,-1.0
2020-01-10,1.0,0.5082621172147613,1.0,-1.0
2020-01-13,1.0,0.5076296346950558,1.0,-1.0
2020-01-14,1.0,0.49643373170940686,1.0,-1.0
2020-01-15,1.0,0.5102473074998719,1.0,-1.0
2020-01-16,1.0,0.5094069053187412,1.0,-1.0
2020-01-17,1.0,0.5091500968617154,1.0,-1.0
2020-01-21,1.0,0.5090339679807365,1.0,-1.0
2020-01-22,1.0,0.5116613379127618,1.0,-1.0
2020-01-23,1.0,0.48408073640078725,1.0,-1.0
2020-01-24,1.0,0.4719065924101808,1.0,-1.0
2020-01-27,1.0,0.46335947663966426,1.0,-1.0
2020-01-28,1.0,0.467280229775787,1.0,-1.0
2020-01-29,1.0,0.4618970761657611,1.0,-1.0
2020-01-30,1.0,0.4628917272554913,1.0,-1.0
2020-01-31,1.0,0.45383754837666496,1.0,1.0
2020-02-03,0.9700633791234579,0.45760184716973257,1.0,1.0
2020-02-04,0.971271960803623,-0.5242269691007095,1.0,1.0
2020-02-05,0.8826590920614031,-0.5391080933608546,1.0,1.0
2020-02-06,0.8604556377121267,-0.4736198764712457,1.0,1.0
2020-02-07,0.8709127449933504,-0.5598900171882661,1.0,1.0
2020-02-10,0.8611899535905067,-0.5624077740963098,1.0,1.0
2020-02-11,0.8525803213499087,-0.5592059827330471,1.0,1.0
2020-02-12,0.8640536813729316,-0.5465091410383608,1.0,1.0
2020-02-13,0.8561768295364556,-0.49157263118891026,1.0,1.0
2020-02-14,0.8548326162344794,-0.48557654008734047,1.0,1.0
2020-02-18,0.8640375094399821,-0.4856297612734232,1.0,1.0
2020-02-19,0.8596167165373376,-0.4858319284009564,1.0,1.0
2020-02-20,0.855872295347663,-0.4488279754603125,1.0,1.0
2020-02-21,0.845610311431057,-0.4661701205566793,1.0,1.0
2020-02-24,0.8235540878288854,-0.47998775414384154,1.0,1.0
2020-02-25,0.6485223783628195,-0.45130304114467074,1.0,1.0
2020-02-26,0.5920430894925669,-0.4341209395603089,0.8902139114166706,1.0
2020-02-27,0.608269798328686,-0.42423483138839213,0.8928453249395572,1.0
2020-02-28,0.470691418814212,-0.3997767771749985,0.89235890061157,1.0
2020-03-02,0.47523832105261316,-0.36167112391506295,0.5638678105798026,1.0
2020-03-03,0.4160794964505676,-0.31864269453073263,0.5398262285303834,1.0
2020-03-04,0.40782338443143484,-0.32494554970736556,0.48802364296575607,1.0
2020-03-05,0.37141084980425443,-0.3252399689025541,0.5081098120853503,1.0
2020-03-06,0.3590304164720917,-0.3327778514493529,0.4999191451410314,1.0
2020-03-09,0.3576523397580443,-0.24593656005611034,0.49996913245760316,1.0
2020-03-10,0.29403422559272707,-0.12615270588080432,0.49996636069822736,1.0
2020-03-11,-0.27092737852751153,-0.11475125125736256,0.4919846768561842,1.0
2020-03-12,-0.26149303368928817,-0.1147867946422936,0.4865557971286269,1.0
2020-03-13,-0.21887836475695518,-0.11569133156668461,0.4385106819505175,1.0
2020-03-16,-0.18159362840168125,-0.11560105180050281,0.3775137717343638,1.0
2020-03-17,-0.1635845032711095,-0.11313794212399884,0.3717810634668093,1.0
2020-03-18,-0.1596557087997951,-0.1129746928494042,0.3580210461096933,1.0
2020-03-19,-0.15979829239725873,-0.09413361033926351,0.3441759924019332,0.9558454787568317
2020-03-20,-0.15976524446996265,-0.0750731251853579,0.3454382877669069,0.944781279585361
2020-03-23,-0.15830160167004315,-0.07415049274188149,0.3530989899918872,0.9273362887076825
2020-03-24,-0.15019025999972946,-0.0731279976966684,0.304639510627937,0.8960623265241806
2020-03-25,-0.1347061075049716,-0.07253043784616621,0.26911775863714926,0.8806281037003303
2020-03-26,-0.13418946155821598,-0.0721360726282739,0.26678680845596814,0.8789477012736066
2020-03-27,-0.13173858224965138,-0.07176349782649194,0.2658826028106039,0.8786353924452838
2020-03-30,-0.13103377416907847,-0.07177103681723689,0.28382255558707203,0.9023309993577635
2020-03-31,-0.1313774904534356,-0.07257614301254073,0.2864239011017752,0.9009532938447851
2020-04-01,-0.13153871811602305,-0.0724067699496668,0.2908814150469242,0.9052432144497888
2020-04-02,-0.13225490655429428,-0.07240519123357002,0.2908586524126907,0.9050532728678546
2020-04-03,-0.13142812492006287,-0.062385472879833724,0.2835545061795655,0.9069029047203861
2020-04-06,-0.13148645070510728,-0.06121770348070113,0.2833451077991559,0.9324822107287208
2020-04-07,-0.13154307776591379,-0.06719682342617403,0.27657449035586945,0.9515510611757365
2020-04-08,-0.13354070155446948,-0.06785992917248826,0.276885544644517,1.0
2020-04-09,-0.13417574533113402,-0.06728890990094169,0.278116690466886,1.0
2020-04-13,-0.14693226477827476,-0.06653066086247093,0.27477138540186136,1.0
2020-04-14,-0.15850248367009243,-0.06656758959751709,0.3036707076736354,1.0
2020-04-15,-0.18300286387936268,-0.06640608100437809,0.31350462012390573,1.0
2020-04-16,-0.18204961469038086,-0.06674039110484972,0.3102052841475684,1.0
2020-04-17,-0.1863544931885456,-0.07591790683768893,0.32954173133903314,1.0
2020-04-20,-0.18564873138048477,-0.0887284640637049,0.32037816051572443,1.0
2020-04-21,-0.18310843604176683,-0.011277744299397381,0.3205426559411285,1.0
2020-04-22,-0.2111025413703168,-0.010646458760709186,0.3576257961719039,1.0
2020-04-23,-0.25277144269979923,-0.010495462078410131,0.4201102258705854,1.0
2020-04-24,-0.25230458765951175,-0.010439883037396484,0.43298292413472145,1.0
2020-04-27,-0.2721844101715736,-0.010422226820019158,0.43284431438273235,1.0
2020-04-28,-0.285054981593808,-0.010432387828170317,0.44213259247194253,1.0
2020-04-29,-0.2933010278830408,-0.010427598421306594,0.44223356511839834,1.0
2020-04-30,-0.2943567373632561,-0.010364940502651748,0.47038790879978487,1.0
2020-05-01,-0.32880222705656315,-0.010288245881102607,0.4626783212266332,1.0
2020-05-04,-0.31676368163220703,-0.010351135637205217,0.49823223113866066,1.0
2020-05-05,-0.3219721814139532,-0.010374061291742658,0.4972311135178303,1.0
2020-05-06,-0.39047094676622734,-0.010305686047267228,0.533712794354774,1.0
2020-05-07,-0.38702504293640644,-0.010297644401656739,0.5275158384181443,1.0
2020-05-08,-0.4105261400691599,-0.010312942904060308,0.501108797914025,1.0
2020-05-11,-0.4101261711725028,-0.010291689646866891,0.6337581127231772,1.0
2020-05-12,-0.4126260837428027,-0.010292984106918913,0.6314774150388621,1.0
2020-05-13,-0.4176228863025809,-0.01026844364196918,0.6338904077470895,1.0
2020-05-14,-0.4307069264121397,-0.010269442904479245,0.6588675481733074,1.0
2020-05-15,-0.42690328584772425,-0.010251847186704847,0.637531484921676,1.0
2020-05-18,-0.45906841776049445,-0.010230896849663603,0.6770994683301218,1.0
2020-05-19,-0.4339207063987749,-0.023724116408870535,0.6570593536359937,1.0
2020-05-20,-0.46163620014207835,-0.05844681015648492,0.6832787967570733,1.0
2020-05-21,-0.46656793777814254,-0.06971992003125353,0.8383221626903079,1.0
2020-05-22,-0.45991742608535124,-0.07315868679993297,0.7711869544357934,1.0
2020-05-26,-0.4693760764683481,-0.07257094351754546,0.76434825781099,1.0
2020-05-27,-0.4692768747511539,-0.0931251619029863,0.7193948075931014,1.0
2020-05-28,-0.4642993252332002,-0.09244882894682531,0.7177462627257408,1.0
2020-05-29,-0.49008270200822834,-0.10456540775423642,0.7204274393920735,1.0
2020-06-01,-0.5023871161162369,-0.13850051242856568,0.7181401528745558,1.0
2020-06-02,-0.5663760704364562,-0.13755249769198885,0.7215375598797495,1.0
2020-06-03,-0.5661989095461744,-0.13748913775864915,0.7171745347135852,1.0
2020-06-04,-0.5642093051177471,-0.19855913595570387,0.6790255843450659,1.0
2020-06-05,0.5745338580193003,-0.20471016896830024,0.6802723533297175,1.0
2020-06-08,0.5547630150378566,-0.20795385727259227,0.6656723665573286,1.0
2020-06-09,0.5607620189029722,-0.19761265637659206,0.6462712936464559,1.0
2020-06-10,0.5539747905342953,-0.2058221289335633,0.6446625259768428,1.0
2020-06-11,0.6174484561226764,0.21357672517918447,0.6472763727820658,1.0
2020-06-12,0.4283786625664196,0.18308541074083834,0.6376344059001087,1.0
2020-06-15,0.4301985258359822,0.19803842639254263,0.6604103448289053,1.0
2020-06-16,0.4279550291831714,0.2085167498221268,0.6688192170915117,1.0
2020-06-17,0.45909337583973353,0.22845794693395022,0.6832454270581744,1.0
2020-06-18,0.4646622118709919,0.22713736855260225,0.6909041872691941,1.0
2020-06-19,0.4720709000815498,0.22854207670362317,0.6928658930494798,1.0
2020-06-22,0.47215272141815806,0.2274573607013204,0.7156428185630151,1.0
2020-06-23,0.4561415215740919,0.23159893321429928,0.7198369647524433,1.0
2020-06-24,0.46183043641875543,0.23390041424223965,0.7719394081477233,1.0
2020-06-25,0.4454835051277853,0.22525812620054353,0.7665890498921287,1.0
2020-06-26,0.443807907757965,0.22661082144778444,0.7639904356265389,1.0
2020-06-29,0.42804908884632914,0.2377824760422249,0.7917957678236232,1.0
2020-06-30,0.4222817585628788,0.23415365127143467,0.7918541254289393,1.0
2020-07-01,0.4179063435944335,0.2392793815059544,0.7921231021460071,1.0
2020-07-02,0.42296424173662683,0.2391666087431401,0.8270478788863427,1.0
2020-07-06,0.4209700101432132,0.2375392511767098,0.8506049946188164,1.0
2020-07-07,0.43495185579713114,0.25660910696173717,1.0,1.0
2020-07-08,0.43752152451743587,0.26732195962813066,1.0,1.0
2020-07-09,0.4355151075130829,0.2694963578248791,1.0,1.0
2020-07-10,0.43506457730859915,0.2624829240155268,1.0,1.0
2020-07-13,0.6185471782358165,0.3431352917190241,1.0,1.0
2020-07-14,0.6077039561754289,0.33937129933836824,1.0,1.0
2020-07-15,0.6104922510885994,0.3456463480322621,1.0,1.0
2020-07-16,0.6290624685316601,0.3560279636472885,1.0,1.0
2020-07-17,0.6225678555384415,0.35604010850208717,1.0,1.0
2020-07-20,0.6223828813339103,0.3632377051727973,1.0,1.0
2020-07-21,0.6406576489691204,0.37302141658426535,1.0,1.0
2020-07-22,0.6805720610664414,0.3634511289418853,1.0,1.0
2020-07-23,0.6799902029011348,0.36358097489201147,1.0,1.0
2020-07-24,0.7458752288106719,0.46068948055894937,1.0,1.0
2020-07-27,0.7325608691830557,0.47049741233190934,1.0,1.0
2020-07-28,0.8441766071834391,0.47409162020522355,1.0,1.0
2020-07-29,0.8506931723101637,0.5018484907187343,1.0,1.0
2020-07-30,0.8601667788802667,0.5108055468476149,1.0,1.0
2020-07-31,0.8572943580326307,0.4605806402375245,1.0,1.0
2020-08-03,0.8663653410248282,0.4767193961302885,1.0,1.0
2020-08-04,0.8981731091760157,0.4616964337923984,1.0,1.0
2020-08-05,0.9604960785789635,0.451376280968371,1.0,1.0
2020-08-06,0.9731228392982599,0.44837850646351846,0.9700291985592177,1.0
2020-08-07,1.0,0.49747876419705606,1.0,1.0
2020-08-10,1.0,0.5023065198161614,0.8326100321604314,1.0
2020-08-11,1.0,0.49750566480062225,0.8326131605868445,1.0
2020-08-12,1.0,0.49267176268481705,0.5272678539250494,1.0
2020-08-13,1.0,0.48608852645000306,0.5275149599948993,1.0
2020-08-14,1.0,0.4871447820017925,0.5316402977064314,1.0
2020-08-17,1.0,0.4861392361549692,0.5193182852200182,1.0
2020-08-18,1.0,0.46989329502485416,0.4948680390148859,1.0
2020-08-19,1.0,0.5045264069136101,0.5000272735748363,1.0
2020-08-20,1.0,0.5049295994807871,0.474979907236558,1.0
2020-08-21,1.0,0.5267489121988926,0.47109916488719605,1.0
2020-08-24,1.0,0.5242708015227937,0.4715219003262883,1.0
2020-08-25,1.0,0.5249175450633015,0.4848352644272153,1.0
2020-08-26,1.0,0.52587714693423,0.48448281075492505,1.0
2020-08-27,1.0,0.5261963318998394,0.47399345862242825,1.0
2020-08-28,1.0,0.620998634974864,0.4711537656849181,1.0
2020-08-31,1.0,0.6209703774406015,0.45418248011676127,1.0
2020-09-01,1.0,0.6345423157783099,0.4541942957957961,1.0
2020-09-02,1.0,0.6615090227947524,0.4683401324645111,1.0
2020-09-03,1.0,0.583868198036532,0.4694594352517077,1.0
2020-09-04,0.7856704326591188,0.58543134240433,0.4768847927507948,1.0
2020-09-08,0.746600448602726,0.5051415509614426,0.4923783035465419,1.0
2020-09-09,0.6573271222256166,0.35330286985695486,0.49439568910228004,1.0
2020-09-10,0.6222628357036935,0.325641829323297,0.6447843377667117,1.0
2020-09-11,0.6034464042424238,0.3374457757708446,0.6425730957394905,1.0
2020-09-14,0.6031994183574425,0.3368849821866765,0.6488871269076434,1.0
